place_id,restaurant_name,address,latitude,longitude,restaurant_rating,user_rating_count,area,competitor_count_500m,nearest_competitor_distance,avg_competitor_rating_500m,avg_competitor_reviews_500m,distance_to_bus_stop,distance_to_school,distance_to_office,restaurant_type,price_level,review_count,avg_sentiment_score,positive_review_ratio,negative_review_ratio,avg_review_length,avg_subjectivity
ChIJ-RNxuIUZ6zkRsDFn-ciYwkQ,CityScape Garden Grill,"Rooftop of Computer Bazaar Next to StarMall, Putali Sadak, काठमाडौँ 44600, Nepal",27.7065743,85.32298469999999,3.4,272.0,New Road,0,532.7370920080433,0.0,0.0,95.15120906521604,230.2706729694688,306.8084716020366,restaurant,,5.0,0.2985,0.8,0.2,109.8,0.5931507936507937
ChIJ09Q2F34Z6zkRLHrFvGWnMV8,Bardali Restro & Meetings,"Kathmandu 44600, Nepal",27.6827496,85.332481,3.8,559.0,Baneshwor,0,567.3282638507226,0.0,0.0,512.8145556948829,270.6717493286142,202.096460129438,family_restaurant,,5.0,0.5865,0.8,0.2,58.8,0.6174586894586895
ChIJ0eBjuSgZ6zkRFrzS1BS9v-w,Nepalaya Rooftop Restaurant,"Thamel, Kwabahal-17, Inside Hotel Nepalaya, Kathmandu 44600, Nepal",27.7114728,85.311557,4.7,997.0,New Road,19,78.9046987925548,4.547368421052632,917.6315789473684,486.0908409290415,438.1393951915268,311.7242419154559,restaurant,PRICE_LEVEL_MODERATE,5.0,0.62216,0.8,0.2,31.6,0.7088571428571429
ChIJ0xX1rSsZ6zkRuZtJOPFTpNE,Crunchy Corner Mid Baneshwo,"Miteri marga Kathmandu, काठमाडौँ 44600, Nepal",27.6983033,85.3385565,2.9,180.0,Baneshwor,18,4.614885192713634,4.15,506.55555555555554,587.3556706742263,92.28450726443909,99.10254595735624,restaurant,,5.0,0.45164,0.8,0.2,74.2,0.5294486111111112
ChIJ11f3NxUZ6zkRux1Yb9Tgmbo,SUNDOWN by Karma KTM,"United World Trade Centre, Tripura Marg, Kathmandu 44600, Nepal",27.6939567,85.313799,4.2,1025.0,New Road,0,850.0562363653634,0.0,0.0,77.32859385343819,212.8341292761856,85.95231191465976,restaurant,PRICE_LEVEL_EXPENSIVE,5.0,0.94062,1.0,0.0,50.6,0.6410291486291486
ChIJ1R0PLrYZ6zkR4_Qc4uhe4No,Supper Club,"Chaksibari, Kathmandu 44600, Nepal",27.7152911,85.3104372,4.3,384.0,New Road,25,0.3429695804065901,4.6160000000000005,1068.32,356.0473835282168,154.92322208475537,65.19428259542417,asian_restaurant,,5.0,0.93168,1.0,0.0,62.8,0.5725638655462186
ChIJ1Y_F6tIZ6zkRsNa81d0nBa0,"KIMAYA RESTAURANT -THAMEL,KATHMANDU","Paknajol Marg, Kathmandu 44600, Nepal",27.716869,85.30889959999999,4.8,291.0,New Road,15,42.37467341873006,4.62,1252.7333333333331,227.16047986386764,180.55718596928125,103.63793085936209,restaurant,,5.0,0.8425800000000001,1.0,0.0,39.4,0.5887693744164333
ChIJ2e9eEnYZ6zkRnuoRZipkN10,"Jimbu Thakali by Capital Grill, New Baneshwor","M8PR+WC9 Minbhawan, Minbhawan Marg, Kathmandu 44600, Nepal",27.6873502,85.34074369999999,4.4,3264.0,Baneshwor,4,149.96871184553356,4.475,102.25,177.0871143641487,290.5310743208529,4.101485139008857,restaurant,,7.0,0.7809857142857143,0.8571428571428571,0.1428571428571428,105.28571428571428,0.675356958513569
ChIJ4SyB8jEZ6zkRxcdp8sfukf0,Jhomsha Restaurant,"Kathmandu 44600, Nepal",27.7110928,85.3089655,4.4,77.0,New Road,19,61.63631384798423,4.589473684210526,974.7368421052632,694.7383360416768,309.32207110588973,516.5522156970293,restaurant,,5.0,0.91172,1.0,0.0,41.0,0.6124549319727891
ChIJ51BdbwEZ6zkRYc9pq0fsvnQ,Sam's One Tree Cafe,"Kathmandu 44600, Nepal",27.7102986,85.3170511,4.2,1511.0,New Road,8,84.68395847581827,4.45,444.125,208.8743663570889,268.3392494272395,161.50674952237495,cafe,PRICE_LEVEL_MODERATE,5.0,0.96704,1.0,0.0,77.0,0.5987498719918075
ChIJ5SO0EQ0Z6zkRTMnqUebrTqA,Drishya Lounge - Best Lounge in New Baneshwor,"Devkota Sadak, Kathmandu 44600, Nepal",27.6922623,85.3364717,4.5,1180.0,Baneshwor,21,48.66658730660791,4.161904761904762,190.04761904761904,218.0028827078472,324.0836907602414,176.23294016857898,restaurant,PRICE_LEVEL_EXPENSIVE,5.0,0.94198,1.0,0.0,82.4,0.6516109404335211
ChIJ6RqOl9cZ6zkR0rmIKkeEIME,"Newa Lahana, Kamaladi","Kathmandu 44600, Nepal",27.7086142,85.31809349999999,3.6,29.0,New Road,7,138.7491044642486,4.485714285714286,604.0,250.3398784364133,242.6747501340081,231.4784618187642,restaurant,,5.0,0.35724,0.8,0.2,59.8,0.6360806277056277
ChIJ6YU05q8Z6zkRPnhsAP4XPIs,Mulchowk Restaurant,"Tanka Prasad Ghumti Sadak, Kathmandu 44600, Nepal",27.6945403,85.32288700000001,4.2,381.0,New Road,1,23.075281787498955,4.5,684.0,171.91871126281643,220.48656636843413,283.72229627672806,restaurant,PRICE_LEVEL_EXPENSIVE,5.0,0.87834,1.0,0.0,45.0,0.5423587301587302
ChIJ7-LURyEZ6zkRwrh2LlxIa1s,Maven Cafe,"Rara Complex, Kathmandu 56900, Nepal",27.6883394,85.33410219999999,4.1,119.0,Baneshwor,16,25.22943634275988,4.20625,411.0625,66.20419047019193,117.52538679899122,1.5427834667750582,restaurant,,5.0,0.5518599999999999,0.8,0.2,46.2,0.5838333333333334
ChIJ7f4sHsAZ6zkR6ihoZtPqKXg,Ghuicho Restaurant & Bar घुुईंचो,"P826+F83, Kathmandu 44600, Nepal",27.7011492,85.3108029,4.4,48.0,New Road,15,150.78197640851906,4.166666666666667,254.0,307.032409833956,447.3092781080821,204.2450342009483,restaurant,,5.0,0.6375200000000001,1.0,0.0,20.6,0.652
ChIJ80d6luAZ6zkRji1NvN6uTm4,Crunchy Corner New Baneshwor,"Bhaktithapa Rd, Kathmandu 44600, Nepal",27.6911263,85.3337263,3.3,305.0,Baneshwor,24,199.39302433906764,4.291666666666667,300.0833333333333,220.40697506571223,204.55325441418708,237.88782526434736,restaurant,,5.0,0.2794999999999999,0.6,0.4,34.4,0.5398333333333334
ChIJ9Th5PAsZ6zkRqKyTNpAHHuY,The grillfather,"Pipal Bot Marg, Kathmandu 44600, Nepal",27.6994708,85.33806609999999,4.2,163.0,Baneshwor,14,38.30203049972324,4.15,584.2142857142857,450.5751468769095,57.87555142336176,201.68509097529744,restaurant,PRICE_LEVEL_MODERATE,5.0,0.3763999999999999,0.6,0.4,83.6,0.6080255602240896
ChIJA2b855MZ6zkRA-eywJByI34,Mazaaj Restaurant & Sheesha Lounge,"Kathmandu 44600, Nepal",27.7164836,85.3118358,4.6,753.0,New Road,21,190.92981528559,4.609523809523809,1156.904761904762,189.03326867920407,170.42536772338966,151.41209748965926,mediterranean_restaurant,,5.0,0.90568,1.0,0.0,66.8,0.6046049783549784
